name,english_name,base_unit,scientific_name
تريليبتال300ملج اقراص(10*5شريط مصري اخرى,,باكت,
تريليبتال600ملج اقراص -** ت,,باكت,
ريفريش ليكوجيل 15مل قطر -اكس,,قطر,
سيستان اولتراء 10ملج- قطر -اكس,,قطر,
كالترات -دي600ملجم اقراص -60قرص - اكس,,علبة,
سلومدرول(500ملجم)فيال- اكس,,فيالة,
مفلونيد بخاخ 400ملجم ناتكوب- **,,بخاخ,
فولتافاست 50مجم ذواب الاصلي 000,,باكت,
بلافكس 75مجم اقراص باكستاني اخرى,,باكت,
ديوفان 80ملجم- اكس -تركي,,باكت,
زيفو 8ملجم - اكس,,باكت,
جانوميت 1000/50مجم اقراص 8شريط تركي 000,,باكت,
بيك ميرز اقراص-- اكس مصري,,باكت,
زيرتك شراب- اكس,,زجاجة,
نولفادكس 10ملجم -مصري 30قرص ياسر,,باكت,
نوفونرم اقراص1ملجم - سعودي,,باكت,
ديزبام  اشرطه - كلم 5صربي,,شريط,
ترانلوك 500ملج امبول-,,باكت,
بيتاسرك حب 8 مجم مصري التاج 000,,باكت,
بيودال 5000وحدة دولية اقراص علب****,,باكت,
تراجينتا 5مجم 10ش سعودي 000,,باكت,
فنستيل 10قرص- *** مصري,,باكت,
زسبيرا 10مج اقراص اخرى,,باكت,
كانستين0.5 جرام - ***اكس,,تحاميل,
زارلتو 20 ملجم (2ش*14قرص)سعودي,XAREITO20mg,باكت,
نيوفلام ريتارد عبوة 10 شريط - ***اكس,,شريط,
بوسكوبان امبول 6 امبولات - مصري -اكس,,باكت,
سينجولار10ملج اقراص - ** ت,,باكت,
سيبروباي 500 -سعودي - اكس,,باكت,
املور 5 ملجم اقراص  -** س,,باكت,
كوديوفان 160/12.5 اقراص سعودي,,باكت,
سيروكويل اقراص 200ملج - 6شريط اكس,,باكت,
ريباريل 20 ملجم اقراص 40 قرص -  سعودي,,باكت,
بسكوبان 10مجم اقراص شريط واحد 20قرص الاصلي,,باكت,
لاميزيل بخاخ30مل -** س,,بخاخ,
درموفيت كريم 0.05% مصري التاج 000,,تيوب,
زينات 500 ملج 14 قرص - اكس,,باكت,
اوجمنتين 1جم (2*7)قرص -تركي,,باكت,
ريسبردال  1مجم/1مل (30مل)مصري اخرى,,زجاجة,
اركوكسيا 60ملج اقراص عبوة 4 شريط -اكس,,باكت,
اومنيباك 50 مل صبغة قبل الاشعة,,علبة,
اماريل 4 ملجم اقراص - تركي,,باكت,
جينودكتارين كريم مهبلي مصري - اكس,,تيوب,
فيتادول دي 5ملج   فيتامين دي 3 - امبول- ميدسن,,أمبولة,
سينجولار 10 مجم - سعودي اصلي,,باكت,
اماريل 1 ملج  - سعودي,,باكت,
انفكسيا 250 (2ش*5قرص)- تركي,,باكت,
افودارت 0.5 ملجم (10*3 شريط تركي اخرى,,باكت,
سيزال  اقراص عبوة شريطين -اكس,,باكت,
دوسباتالين 135 ملجم اقراص 60قرص عادي - اكس,,باكت,
دوسباتالين ريتارد 200ملجم الاصلي ***,,باكت,
كوجينتول اقراص 2 ملجم -اكس,,باكت,
كوسوبت قطر 5مل الاصلي**م,,قطر,
كالسيوم ساندوز + فيتامين سي1000 فوار- الرسمية,,علبة,
نتروبيل 1مجــم (12امبوله)  - اخرى,,باكت,
فيوسيثالميك 5جرام مرهم عين  ص,,تيوب,
سيروكسات 20 ملجم اقراص - سعودي,,باكت,
نيورو-ب اقراص سعودي,,باكت,
بسكوبان امبول باكستاني,,أمبولة,
كومبيفينت فيال-20فيال اخرى,,باكت,
اتروز 10 ملجم 10*3شريط اخرى,,باكت,
شينجدا شوكلاته عنترة,,حبة,
تافنيك 500مج اقراص اخرى,,باكت,
كونفليكس 300 ملجم - المعتمد الصلاحي5 شريط,,باكت,
كالترات -صافي 600ملجم اقراص -60قرص - اكس,,باكت,
فليكسوناز بخاخ 120مل تركي 000,,بخاخ,
دورتاز فيال 4.5جرام - اكس,,فيالة,
سوبرادين كبسول -**س,,علبة,
كلوبكس 75اقراص مصري بلافكس,,باكت,
زايمر قطر عين- ** م,,قطر,
هيبامرز فوار 10 ضروف تركي - التاج,,باكت,
اوجمنتين 625 ملج - مصري,,باكت,
كسالول 1 ملج  اقرص-  المحضار 1ابو واحد,,باكت,
كسالول.5 ملج اقرص - المحضار .5ابو نصف,,باكت,
دالاسين سي 150ملجم (2*8 كبسولات)**س,,باكت,
اتراكس 10ملج قطر - مصري,,قطر,
سبتران (10قرص)(سبترين) - باكستاني,,شريط,
دالاسين سي  300ملج (10كبسولات)**م,,باكت,
كورنيس 25مج اقراص التاج 000,,باكت,
بلافكس 75مجم عبوة 10 شريط هندي اخرى,,باكت,
اركوكسيا 60ملج اقراص عبوة 2شريط -اكس,,باكت,
دوتراف قطر عين 2.5 مل **م,,قطر,
اركوكسيا 90ملج اقراص عبوة 2شريط -اكس,,باكت,
فلاجيل 125/5مل شراب - مصري,,زجاجة,
فيكسول قطر 5مل - سعودي,,قطر,
ديب هيث بخاخ 150مل الاصلي -اكس,,بخاخ,
الفياجرا الاحمر المني الكنغر 10*1,,علبة,
دوفلاك شراب 200 مل - مصري,,علبة,
اتاراكس 25مجم اقراص 3ش تركي 000,,باكت,
تجريتول مصري(سي ار 200مجم) 2شريط التاج 000,,باكت,
زارلتو10 ملج اقراص  - سعودي,,باكت,
كريستور5 ملجم اقراص التاج 000,,باكت,
كو ابروفيل 150\12.5ملجم 2شريط - مصري,,باكت,
كو ابروفيل 300\12.5ملجم اقراص - مصري,,باكت,
فنتولين شراب125 مل - اكس,,زجاجة,
ايسمو 40 ملج فيال - اكس,,فيالة,
افاميس بخاخ 120اخرى,,بخاخ,
باكتريم شراب 200/40ملج 100مل - اكس,,زجاجة,
ايزورديل 5ملجم اقراص علب -تـــــر,,علبة,
فلوتاب اقراص 20قرص -سعودي,,باكت,
ترافوكورت كريم جلد- ** س,,تيوب,
اوتريفين قطر 0.05% للاطفال مصري 000,,قطر,
بزموبين اقراص 262,,باكت,
ازرو 500ملج اقراص-اكس,,باكت,
ميثوتريكسات50 ملجم فيال اخرى,,فيالة,
ليبونكس 100ملجم اقراص 5شريط اخرى,,باكت,
بريد فورت قطر -سعودي,,قطر,
فيزكير 10 ملج اقراص - مصري,,باكت,
اوتريفين بخاخ 0.1% 10مل سعودي التاج 000,AOTREEFEN DROPS 0 .1%  - FOR ADULTS 10ML -  SAODY,بخاخ,
اكرتين 0.025% كريم 30ملجم جمجوم فارما سعودي,,تيوب,
نيزورال شامبو 100مل  سعودي 000,,علبة,
سوبرافيت كبسول 28 ك -مصري,,باكت,
بانتوزول 20ملج اقراص -سعودي,,باكت,
سوبر  فيجا بخاخ 50000-للرجال - اكس,,بخاخ,
سوبر دوز بخاخ 34000-للرجال - اكس,,بخاخ,
ليريكا 75 ملج - مصري  عبوة 2 شريط,,باكت,
زارلتو 15 مجم (28 قرص) - سعودي,,باكت,
اميران 50 ملج - اكس,,شريط,
اوتريفين قطر 0.05% للاطفال سعودي 000,,قطر,
نيتزول 40ملجم فيال بنتوبرازول ماريل فارما,,باكت,
اموكسيل500ملج كبسول - رويال,,باكت,
بروتيك نور الاصلي اقراص,,باكت,
ليفمير فلكس بن قلم انسولين -  اكس,LEVEMIR FLX BEN GELM ANSOLYN  -   AX,حبة,
اوميجاكور اوميجا 3-6 شراب 200مل تاج اكور,,زجاجة,
جالفوس ميت 50/1000ملج ميت اقراص -اصلي سعودي,,باكت,
لازيكس 20ملج امبول  5حبات اخرى,,باكت,
دكتاكورت كريم 15 جرام - سعودي,,تيوب,
سيتوتيك 200مجم اقراص 14قرص 0000,,شريط,
سيروكويل اقراص 300ملج -اكس,,باكت,
نوفانورم .0.5ملجم اقراص 90ق- اكس,,باكت,
داكتارين جل اورال 40 جرام اخرى,,تيوب,
اماريل 1 ملجم تركي,,باكت,
"دوستينكس 0,5مجم اقراص تركي 000",,علبة,
اكسفورج اقراص 160/10ملج الرسمية,,باكت,
اكتوس 15 ملجم اقراص علبه**اردني,,علبة,
داونيل 5 ملج  عبوة شريطين 60 ق -باكستاني,,باكت,
اكسفورج اقراص 160/5 ملج - * م,,باكت,
داونيل 5 ملج 30 قرص -مصري,,باكت,
اتاراكس اقراص 10ملجم (25 قرص) اصلي *س,,باكت,
لسكول اكس ال 80  اكس,,باكت,
اوجمنتين 1 جرام 7*2- **م,,باكت,
سيليبريكس 200مجم 20كسبوله سعودي 000,,باكت,
كورنيس 12.5مجم اقراص 000,,باكت,
بروليتون ديبوت500 ملجم امبول - تركي التاج 000,,أمبولة,
زيثروماكس شراب 200 ملجم -** م,,علبة,
فارماتون كبسول 30حبه علب 000,,علبة,
سيستين قطر 10ملج- سعودي,,قطر,
ليفال 2.5 ملج اقراص - **اكس,,باكت,
نانوسباس 40ملجم امبول نوسبا ناتو فارما الرسميه,,باكت,
ديكلوفين 75 امبولات مير ديكلوبريل ماتركس فارما,,باكت,
ام فلوكسيل 400ملجم 5اقراص موكسيفلوكساسين الفانتس فارما,,باكت,
فنتولين 2ملجم قرص- -** م,,باكت,
اوكسيبرال اس ار كبسول 30 ملج - ** م,,باكت,
الزيت العطري ماكس مان لتكبير القضيب,,علبة,
بيسلفون اكسير 115 مل شراب **- م,,زجاجة,
ايمست 20مجم(20امبوله) اونديستيرون هندي,,باكت,
بيسوبان 10 ملج -امبول-**اكس,,باكت,
فاسيجين 500ملجم 4اقراص- م - س,,باكت,
اوكسيمت 15 مل قطر -** م,,قطر,
ملك الذئاب علب - الاسدين,,علبة,
ليبراكس 5\2.5مج اقراص اخرى,,باكت,
الرجل السحري منشط جنسي,,علبة,
الحوت الازرق منشط جنسي ااسدين,,علبة,
كيبرا شراب 300ملجم التاج 000,,مظرب,
عسل ملكي VIP 24 كيس اصفر,,كيس,
كوكيوتن 10 ملجم ممممم,,باكت,
اوبتيدكس ت قطر الجراش مصري 000,,باكت,
مالينات فيال 60ملجم - *** هندي,,باكت,
امبيسلين فيال 1ملجم صيني ***,,حبة,
شوكونايت عشبي نسائي 12 قطعة,,باكت,
بروجراف 0.5 كبسول ***س,,باكت,
مكسيدرم كريم مصري اخرى,MXYDRMM KRY MSRY***,كريم,
اسيكلوفير 500ملج فيال امين,,فيالة,
انتروستو100ملجم سعودي 28حبه,ANTRYSTO100 MG SAODY 28HBH,باكت,
ايمت400 ايمتناب اقراص***هندي10حبات اخرى,AYMT400 AYMTNAB TABS***HNDY,باكت,
تيستيفيرون اينانثات امبول3 باكستاني اخرى,,باكت,
اندرال 10مجم باكستاني علب التاج 000,,علبة,
اينوكسا كي 60 ( اينوكسابارين )اخرى,,باكت,
لاميكتال 50ملج بولاندي مصري اخرى,,باكت,
لاسكس(لازكس) 40مجم اقراص مصري اخرى,,باكت,
اااامين اقراص 200ملج عبوة 28,,باكت,
اندرال 10مجم اقراص 5شريط  مصري 000,,باكت,
انسولين مكسترد دنمركي باكت كبير فرنسي التاج 0000,,فيالة,
اتراكس 25 ملج اقراص,,باكت,
كليكزان 4000 وحده دوليه(2 امبولات)سعودي,,باكت,
ملتي بارين فيال 25الف وحده الهلال 000,,فيالة,
لوسيرام 20مجم 2شريط*14قرص-تــــرك,,باكت,
فينتوين امبول 5 امبولات اخرى,,باكت,
اندرال 40ملج باكستاني اخرى,,علبة,
اكيوفير 500مجم فيال اسيكلوفير,,فيالة,
هيرباتكس كريم  75مجم,,كريم,
اوستيو فريز جل 60مل,,جل,
صودو كريم 250 جرام كبير,,علبة,
اوركس محلول للعناية بالفم والحلق فيكتوريا فارما,,مطهر,
جريناسول علب ليلة سعيدة,,علبة,
سيليولايت كريم لتكبير الثدي,,باكت,
ليفتنج كريم مفتح ومكبر للخدود 200مل,,باكت,
جل البوتكس لتكبير الارداف 200مل,,باكت,
كريم وعلامات تشققات الجسم 200مل,,باكت,
دياميكرون 60ملجم ام ار  فرنسي (10*3شريط) فرنسي التاج 000,,باكت,
تراماز 50ملجم ترامادول 10امبولات هيرال,,باكت,
ميبو مرهم 30جم كبير  مصري التاج 000,,تيوب,
لاسيكس 40مجم اقراص مصري 000,,باكت,
تجريتول مصري سي ار400مجم 20قرص 000,,باكت,
سالبوتامول100مكجم 200 بخاخ,,باكت,
زولامول قطرعين (5مل) سعودي بدون,,مظرب,
لاسيكس 20مجم /2مل(3امبولات)مصري 000,,باكت,
تونكات علي باور ايتوماكس 2قرص,,باكت,
فيوسيدين15جرام كريم 2%مصري 000,,تيوب,
بانادول نايت اقراص 2شريط ياسر,,باكت,
دولكولاكس 5مجم((20×2شريط)سعودي 40 قرص,,باكت,
بروتيك فيال -تايلندي,,فيالة,
غرسات امبلانون نكست 68جم التاج 000,,باكت,
بانادول ادفانس سعودي 2شريط *12قرص 000,,باكت,
ليفرالبومين بلس (2شريط*10كبسولات) كزن,,باكت,
لاميكتال 100ملجم (2ش*15قرص)سعودي,,باكت,
اليكا ام كريم 30جرام مصري 000,,باكت,
زينامارت 25ملجم 10امبولات رانتادين سلفيا للاستيراد,,باكت,
نكسيوم 20جم تركي اقراص 4*7ش التاج 000,,باكت,
ابهيراب امبول لقاح داء الكلب رابيز فاكسين - جولدن فارما,,باكت,
داء العقرب انتي سكوربيون فيال ميدستور,,فيالة,
سينتروم سيلفر علب 30 قرص التاج 000,CENTRUM  TAB    30 S,علبة,MULTIVITAMIN
توفرانيل اقراص 25ملجم تركي  ص,TOFRANIL  TAB  25MG  5X10 S,باكت,IMIPRAMIN HCL
اكسفورج 5/160مجم تركي (2ش*14قرص 000,,باكت,
كارنيفيتا فورت 3شريط مصري 000,,باكت,
سنجيولير 10ملج اقراص2*7  مونتليوكاست مصري,,باكت,
دايسينون 500ملجم 14قرص ايتامسيلات نزيف فارما,,باكت,
ثيوتاسيد 600ملجم 20قرص ايفا فارما,,باكت,
كريستور20ملجم اقراص تركي 000,,باكت,
ديباكين 200مجم اشرطه (4شريط مصري 000,,باكت,
ماريفان 5 مجم 3 اشر طة عبوة 102 قرص,,باكت,
بروتيك الاصلي ابو خط احمر 21قرص .**,,شريط,
دياميكرون ام ار30جم مصري اقراص التاج 000,DIAMICRON MR  TAB  30MG  2X10 S,باكت,GLICLAZIDE
داونيل 5 ملجم 30قرص مصري الصباري,,باكت,
بي كمبلكس امبول 10امبولات  فيتامين كمبلكس,,باكت,
كريستور 10مجم اقراص 000,,باكت,
دوفاستون 10مجم (3*20)اقراص 000,DAFYSTON TABS MSRY,باكت,
لازيلاكتون 50/20 مجم التاج ...,,باكت,
ماريفان 3 مجم 3 اشر طة عبوة 102 قرص,,باكت,
كلوميد50مجم اقراص السعودي التاج 000,,باكت,
بوديترول 200مجم 30 كبسولة فوراكورت الرسمية **,,باكت,
بوديترول 400 مجم 30 كبسولة تورماكورت الرسمية ***,,باكت,
ماريفان 5 مجم علب عبوة 100 قرص الرسمية **,,علبة,
ديكساميثازون 4مجم .عبوة  10 امبول الرسمية,,باكت,
بروتيك  هندي  عبوة 21 حبة النوع الجديد .,,شريط,
